timestamp,neutron_counts_sec_avg
2024-05-07 20:00:00+00:00,220.632
2024-05-07 21:00:00+00:00,220.567
2024-05-07 22:00:00+00:00,220.929
2024-05-07 23:00:00+00:00,220.471
2024-05-08 00:00:00+00:00,219.812
2024-05-08 01:00:00+00:00,220.017
2024-05-08 02:00:00+00:00,219.265
2024-05-08 03:00:00+00:00,219.997
2024-05-08 04:00:00+00:00,219.701
2024-05-08 05:00:00+00:00,219.195
2024-05-08 06:00:00+00:00,219.902
2024-05-08 07:00:00+00:00,219.463
2024-05-08 08:00:00+00:00,219.32
2024-05-08 09:00:00+00:00,219.752
2024-05-08 10:00:00+00:00,219.389
2024-05-08 11:00:00+00:00,219.833
2024-05-08 12:00:00+00:00,219.601
2024-05-08 13:00:00+00:00,220.048
2024-05-08 14:00:00+00:00,219.744
2024-05-08 15:00:00+00:00,220.355
2024-05-08 16:00:00+00:00,220.478
2024-05-08 17:00:00+00:00,220.226
2024-05-08 18:00:00+00:00,220.606
2024-05-08 19:00:00+00:00,220.941
2024-05-08 20:00:00+00:00,220.469
2024-05-08 21:00:00+00:00,221.266
2024-05-08 22:00:00+00:00,221.471
2024-05-08 23:00:00+00:00,220.774
2024-05-09 00:00:00+00:00,219.918
2024-05-09 01:00:00+00:00,220.064
2024-05-09 02:00:00+00:00,220.411
2024-05-09 03:00:00+00:00,220.809
2024-05-09 04:00:00+00:00,219.295
2024-05-09 05:00:00+00:00,219.919
2024-05-09 06:00:00+00:00,219.578
2024-05-09 07:00:00+00:00,220.562
2024-05-09 08:00:00+00:00,219.081
2024-05-09 09:00:00+00:00,219.044
2024-05-09 10:00:00+00:00,219.379
2024-05-09 11:00:00+00:00,220.254
2024-05-09 12:00:00+00:00,220.277
2024-05-09 13:00:00+00:00,220.442
2024-05-09 14:00:00+00:00,219.645
2024-05-09 15:00:00+00:00,220.77
2024-05-09 16:00:00+00:00,221.524
2024-05-09 17:00:00+00:00,220.774
2024-05-09 18:00:00+00:00,221.482
2024-05-09 19:00:00+00:00,220.811
2024-05-09 20:00:00+00:00,221.395
2024-05-09 21:00:00+00:00,220.364
2024-05-09 22:00:00+00:00,220.549
2024-05-09 23:00:00+00:00,220.988
2024-05-10 00:00:00+00:00,219.697
2024-05-10 01:00:00+00:00,219.544
2024-05-10 02:00:00+00:00,220.318
2024-05-10 03:00:00+00:00,219.594
2024-05-10 04:00:00+00:00,221.011
2024-05-10 05:00:00+00:00,220.854
2024-05-10 06:00:00+00:00,220.237
2024-05-10 07:00:00+00:00,220.339
2024-05-10 08:00:00+00:00,220.737
2024-05-10 09:00:00+00:00,221.097
2024-05-10 10:00:00+00:00,220.51
2024-05-10 11:00:00+00:00,221.612
2024-05-10 12:00:00+00:00,221.645
2024-05-10 13:00:00+00:00,222.661
2024-05-10 14:00:00+00:00,222.978
2024-05-10 15:00:00+00:00,222.709
2024-05-10 16:00:00+00:00,222.389
2024-05-10 17:00:00+00:00,222.413
2024-05-10 18:00:00+00:00,222.458
2024-05-10 19:00:00+00:00,222.158
2024-05-10 20:00:00+00:00,218.952
2024-05-10 21:00:00+00:00,215.474
2024-05-10 22:00:00+00:00,213.321
2024-05-10 23:00:00+00:00,206.595
2024-05-11 00:00:00+00:00,204.451
2024-05-11 01:00:00+00:00,208.085
2024-05-11 02:00:00+00:00,207.979
2024-05-11 03:00:00+00:00,209.614
2024-05-11 04:00:00+00:00,207.09
2024-05-11 05:00:00+00:00,206.819
2024-05-11 06:00:00+00:00,205.381
2024-05-11 07:00:00+00:00,207.052
2024-05-11 08:00:00+00:00,207.779
2024-05-11 09:00:00+00:00,207.26
2024-05-11 10:00:00+00:00,206.859
2024-05-11 11:00:00+00:00,207.824
2024-05-11 12:00:00+00:00,205.861
2024-05-11 13:00:00+00:00,205.17
2024-05-11 14:00:00+00:00,206.526
2024-05-11 15:00:00+00:00,207.596
2024-05-11 16:00:00+00:00,208.299
2024-05-11 17:00:00+00:00,209.352
2024-05-11 18:00:00+00:00,207.338
2024-05-11 19:00:00+00:00,205.94
2024-05-11 20:00:00+00:00,207.678
2024-05-11 21:00:00+00:00,208.341
2024-05-11 22:00:00+00:00,207.901
2024-05-11 23:00:00+00:00,207.145
2024-05-12 00:00:00+00:00,205.523
2024-05-12 01:00:00+00:00,205.881
2024-05-12 02:00:00+00:00,206.869
2024-05-12 03:00:00+00:00,207.359
2024-05-12 04:00:00+00:00,207.377
2024-05-12 05:00:00+00:00,207.272
2024-05-12 06:00:00+00:00,207.185
2024-05-12 07:00:00+00:00,207.153
2024-05-12 08:00:00+00:00,207.82
2024-05-12 09:00:00+00:00,207.877
2024-05-12 10:00:00+00:00,207.616
2024-05-12 11:00:00+00:00,207.658
2024-05-12 12:00:00+00:00,207.846
2024-05-12 13:00:00+00:00,208.36
2024-05-12 14:00:00+00:00,208.409
2024-05-12 15:00:00+00:00,207.526
2024-05-12 16:00:00+00:00,208.678
2024-05-12 17:00:00+00:00,208.173
2024-05-12 18:00:00+00:00,208.725
2024-05-12 19:00:00+00:00,208.352
2024-05-12 20:00:00+00:00,209.496
2024-05-12 21:00:00+00:00,209.573
2024-05-12 22:00:00+00:00,210.609
2024-05-12 23:00:00+00:00,210.651
2024-05-13 00:00:00+00:00,210.523
2024-05-13 01:00:00+00:00,210.01
2024-05-13 02:00:00+00:00,211.31
2024-05-13 03:00:00+00:00,210.548
2024-05-13 04:00:00+00:00,212.327
2024-05-13 05:00:00+00:00,212.371
2024-05-13 06:00:00+00:00,213.013
2024-05-13 07:00:00+00:00,212.503
2024-05-13 08:00:00+00:00,213.642
2024-05-13 09:00:00+00:00,213.502
2024-05-13 10:00:00+00:00,214.781
2024-05-13 11:00:00+00:00,215.844
2024-05-13 12:00:00+00:00,215.32
2024-05-13 13:00:00+00:00,215.194
2024-05-13 14:00:00+00:00,213.546
2024-05-13 15:00:00+00:00,213.157
2024-05-13 16:00:00+00:00,213.284
2024-05-13 17:00:00+00:00,212.292
2024-05-13 18:00:00+00:00,213.173
2024-05-13 19:00:00+00:00,213.181
2024-05-13 20:00:00+00:00,212.109
2024-05-13 21:00:00+00:00,212.089
2024-05-13 22:00:00+00:00,211.543
2024-05-13 23:00:00+00:00,211.4
2024-05-14 00:00:00+00:00,210.093
2024-05-14 01:00:00+00:00,210.582
2024-05-14 02:00:00+00:00,211.251
2024-05-14 03:00:00+00:00,211.016
2024-05-14 04:00:00+00:00,211.939
2024-05-14 05:00:00+00:00,212.784
2024-05-14 06:00:00+00:00,214.197
2024-05-14 07:00:00+00:00,214.303
2024-05-14 08:00:00+00:00,214.908
2024-05-14 09:00:00+00:00,213.281
2024-05-14 10:00:00+00:00,213.719
2024-05-14 11:00:00+00:00,212.858
2024-05-14 12:00:00+00:00,212.911
2024-05-14 13:00:00+00:00,212.251
2024-05-14 14:00:00+00:00,212.409
2024-05-14 15:00:00+00:00,213.311
2024-05-14 16:00:00+00:00,214.647
2024-05-14 17:00:00+00:00,215.168
2024-05-14 18:00:00+00:00,215.308
2024-05-14 19:00:00+00:00,215.578
2024-05-14 20:00:00+00:00,214.255
2024-05-14 21:00:00+00:00,214.551
2024-05-14 22:00:00+00:00,214.427
2024-05-14 23:00:00+00:00,214.324
2024-05-15 00:00:00+00:00,214.796
2024-05-15 01:00:00+00:00,215.379
2024-05-15 02:00:00+00:00,214.328
2024-05-15 03:00:00+00:00,213.978
2024-05-15 04:00:00+00:00,214.907
2024-05-15 05:00:00+00:00,214.21
2024-05-15 06:00:00+00:00,213.591
2024-05-15 07:00:00+00:00,213.498
2024-05-15 08:00:00+00:00,214.359
2024-05-15 09:00:00+00:00,213.226
2024-05-15 10:00:00+00:00,213.33
2024-05-15 11:00:00+00:00,213.797
2024-05-15 12:00:00+00:00,213.759
2024-05-15 13:00:00+00:00,213.253
2024-05-15 14:00:00+00:00,213.768
2024-05-15 15:00:00+00:00,214.35
2024-05-15 16:00:00+00:00,214.457
2024-05-15 17:00:00+00:00,215.122
2024-05-15 18:00:00+00:00,214.518
2024-05-15 19:00:00+00:00,215.091
2024-05-15 20:00:00+00:00,214.829
2024-05-15 21:00:00+00:00,214.653
2024-05-15 22:00:00+00:00,214.863
2024-05-15 23:00:00+00:00,214.064
2024-05-16 00:00:00+00:00,213.78
2024-05-16 01:00:00+00:00,215.863
2024-05-16 02:00:00+00:00,215.218
2024-05-16 03:00:00+00:00,214.553
2024-05-16 04:00:00+00:00,215.182
2024-05-16 05:00:00+00:00,215.001
2024-05-16 06:00:00+00:00,214.82
2024-05-16 07:00:00+00:00,214.627
2024-05-16 08:00:00+00:00,214.411
2024-05-16 09:00:00+00:00,215.588
2024-05-16 10:00:00+00:00,215.071
2024-05-16 11:00:00+00:00,215.447
2024-05-16 12:00:00+00:00,215.7
2024-05-16 13:00:00+00:00,216.054
2024-05-16 14:00:00+00:00,215.617
2024-05-16 15:00:00+00:00,216.081
2024-05-16 16:00:00+00:00,215.854
2024-05-16 17:00:00+00:00,215.099
2024-05-16 18:00:00+00:00,215.239
2024-05-16 19:00:00+00:00,214.648
2024-05-16 20:00:00+00:00,214.223
2024-05-16 21:00:00+00:00,214.023
2024-05-16 22:00:00+00:00,214.41
2024-05-16 23:00:00+00:00,214.465
2024-05-17 00:00:00+00:00,214.467
2024-05-17 01:00:00+00:00,214.375
2024-05-17 02:00:00+00:00,213.287
2024-05-17 03:00:00+00:00,214.253
2024-05-17 04:00:00+00:00,213.772
2024-05-17 05:00:00+00:00,214.046
2024-05-17 06:00:00+00:00,214.159
2024-05-17 07:00:00+00:00,214.513
2024-05-17 08:00:00+00:00,213.851
2024-05-17 09:00:00+00:00,213.348
2024-05-17 10:00:00+00:00,214.059
2024-05-17 11:00:00+00:00,213.376
2024-05-17 12:00:00+00:00,213.518
2024-05-17 13:00:00+00:00,213.465
2024-05-17 14:00:00+00:00,212.988
2024-05-17 15:00:00+00:00,213.162
2024-05-17 16:00:00+00:00,213.841
2024-05-17 17:00:00+00:00,214.022
2024-05-17 18:00:00+00:00,215.053
2024-05-17 19:00:00+00:00,217.981
2024-05-17 20:00:00+00:00,217.342
2024-05-17 21:00:00+00:00,217.409
2024-05-17 22:00:00+00:00,216.581
2024-05-17 23:00:00+00:00,215.84
2024-05-18 00:00:00+00:00,214.969
2024-05-18 01:00:00+00:00,214.923
2024-05-18 02:00:00+00:00,215.101
2024-05-18 03:00:00+00:00,213.735
2024-05-18 04:00:00+00:00,213.398
2024-05-18 05:00:00+00:00,213.335
2024-05-18 06:00:00+00:00,212.504
2024-05-18 07:00:00+00:00,212.949
2024-05-18 08:00:00+00:00,213.63
2024-05-18 09:00:00+00:00,214.362
2024-05-18 10:00:00+00:00,214.138
2024-05-18 11:00:00+00:00,213.868
2024-05-18 12:00:00+00:00,213.406
2024-05-18 13:00:00+00:00,214.077
2024-05-18 14:00:00+00:00,213.968
2024-05-18 15:00:00+00:00,214.886
2024-05-18 16:00:00+00:00,214.494
2024-05-18 17:00:00+00:00,214.569
2024-05-18 18:00:00+00:00,214.545
2024-05-18 19:00:00+00:00,214.61
2024-05-18 20:00:00+00:00,213.828
2024-05-18 21:00:00+00:00,213.93
2024-05-18 22:00:00+00:00,214.143
2024-05-18 23:00:00+00:00,213.928
2024-05-19 00:00:00+00:00,213.109
2024-05-19 01:00:00+00:00,213.721
2024-05-19 02:00:00+00:00,213.978
2024-05-19 03:00:00+00:00,213.92
2024-05-19 04:00:00+00:00,213.749
2024-05-19 05:00:00+00:00,213.811
2024-05-19 06:00:00+00:00,214.222
2024-05-19 07:00:00+00:00,214.609
2024-05-19 08:00:00+00:00,214.735
2024-05-19 09:00:00+00:00,214.442
2024-05-19 10:00:00+00:00,214.518
2024-05-19 11:00:00+00:00,214.989
2024-05-19 12:00:00+00:00,214.492
2024-05-19 13:00:00+00:00,214.028
2024-05-19 14:00:00+00:00,214.309
2024-05-19 15:00:00+00:00,213.846
2024-05-19 16:00:00+00:00,213.267
2024-05-19 17:00:00+00:00,214.292
2024-05-19 18:00:00+00:00,213.408
2024-05-19 19:00:00+00:00,213.531
2024-05-19 20:00:00+00:00,214.006
2024-05-19 21:00:00+00:00,213.179
2024-05-19 22:00:00+00:00,213.548
2024-05-19 23:00:00+00:00,213.27
2024-05-20 00:00:00+00:00,212.862
2024-05-20 01:00:00+00:00,213.534
2024-05-20 02:00:00+00:00,213.572
2024-05-20 03:00:00+00:00,213.627
2024-05-20 04:00:00+00:00,214.066
2024-05-20 05:00:00+00:00,214.174
2024-05-20 06:00:00+00:00,214.769
2024-05-20 07:00:00+00:00,215.721
2024-05-20 08:00:00+00:00,215.026
2024-05-20 09:00:00+00:00,215.196
2024-05-20 10:00:00+00:00,215.202
2024-05-20 11:00:00+00:00,214.812
2024-05-20 12:00:00+00:00,215.029
2024-05-20 13:00:00+00:00,214.399
2024-05-20 14:00:00+00:00,213.989
2024-05-20 15:00:00+00:00,214.609
2024-05-20 16:00:00+00:00,213.779
2024-05-20 17:00:00+00:00,214.75
2024-05-20 18:00:00+00:00,215.053
2024-05-20 19:00:00+00:00,215.754
2024-05-20 20:00:00+00:00,214.489
2024-05-20 21:00:00+00:00,215.249
2024-05-20 22:00:00+00:00,214.895
2024-05-20 23:00:00+00:00,215.727
2024-05-21 00:00:00+00:00,214.86
2024-05-21 01:00:00+00:00,214.618
2024-05-21 02:00:00+00:00,215.604
2024-05-21 03:00:00+00:00,215.362
2024-05-21 04:00:00+00:00,215.512
2024-05-21 05:00:00+00:00,214.066
2024-05-21 06:00:00+00:00,214.189
2024-05-21 07:00:00+00:00,215.031
2024-05-21 08:00:00+00:00,214.763
2024-05-21 09:00:00+00:00,215.083
2024-05-21 10:00:00+00:00,214.696
2024-05-21 11:00:00+00:00,215.347
2024-05-21 12:00:00+00:00,214.591
2024-05-21 13:00:00+00:00,214.914
2024-05-21 14:00:00+00:00,215.194
2024-05-21 15:00:00+00:00,215.467
2024-05-21 16:00:00+00:00,214.906
2024-05-21 17:00:00+00:00,216.024
2024-05-21 18:00:00+00:00,216.042
2024-05-21 19:00:00+00:00,215.922
2024-05-21 20:00:00+00:00,216.416
2024-05-21 21:00:00+00:00,215.937
2024-05-21 22:00:00+00:00,215.57
2024-05-21 23:00:00+00:00,215.927
2024-05-22 00:00:00+00:00,215.349
2024-05-22 01:00:00+00:00,215.984
2024-05-22 02:00:00+00:00,215.32
2024-05-22 03:00:00+00:00,215.347
2024-05-22 04:00:00+00:00,215.386
2024-05-22 05:00:00+00:00,215.337
2024-05-22 06:00:00+00:00,214.791
2024-05-22 07:00:00+00:00,215.221
2024-05-22 08:00:00+00:00,215.839
2024-05-22 09:00:00+00:00,215.739
2024-05-22 10:00:00+00:00,215.686
2024-05-22 11:00:00+00:00,215.544
2024-05-22 12:00:00+00:00,215.297
2024-05-22 13:00:00+00:00,215.047
2024-05-22 14:00:00+00:00,215.593
2024-05-22 15:00:00+00:00,216.546
2024-05-22 16:00:00+00:00,215.849
2024-05-22 17:00:00+00:00,216.721
2024-05-22 18:00:00+00:00,216.292
2024-05-22 19:00:00+00:00,216.161
2024-05-22 20:00:00+00:00,216.081
2024-05-22 21:00:00+00:00,216.072
2024-05-22 22:00:00+00:00,215.203
2024-05-22 23:00:00+00:00,215.089
2024-05-23 00:00:00+00:00,214.474
2024-05-23 01:00:00+00:00,215.101
2024-05-23 02:00:00+00:00,214.822
2024-05-23 03:00:00+00:00,214.478
2024-05-23 04:00:00+00:00,214.866
2024-05-23 05:00:00+00:00,214.634
2024-05-23 06:00:00+00:00,215.032
2024-05-23 07:00:00+00:00,215.599
2024-05-23 08:00:00+00:00,214.692
2024-05-23 09:00:00+00:00,214.966
2024-05-23 10:00:00+00:00,215.247
2024-05-23 11:00:00+00:00,214.719
2024-05-23 12:00:00+00:00,215.62
2024-05-23 14:00:00+00:00,215.556
2024-05-23 15:00:00+00:00,215.289
2024-05-23 16:00:00+00:00,215.534
2024-05-23 17:00:00+00:00,215.414
2024-05-23 18:00:00+00:00,214.95
2024-05-23 19:00:00+00:00,216.158
2024-05-23 20:00:00+00:00,216.499
2024-05-23 21:00:00+00:00,216.303
2024-05-23 22:00:00+00:00,216.579
2024-05-23 23:00:00+00:00,215.676
2024-05-24 00:00:00+00:00,216.183
2024-05-24 01:00:00+00:00,216.223
2024-05-24 02:00:00+00:00,216.718
2024-05-24 03:00:00+00:00,217.003
2024-05-24 04:00:00+00:00,217.032
2024-05-24 05:00:00+00:00,217.247
2024-05-24 06:00:00+00:00,216.669
2024-05-24 07:00:00+00:00,216.486
2024-05-24 08:00:00+00:00,217.016
2024-05-24 09:00:00+00:00,217.391
2024-05-24 10:00:00+00:00,217.123
2024-05-24 11:00:00+00:00,216.895
2024-05-24 12:00:00+00:00,217.013
2024-05-24 13:00:00+00:00,216.956
2024-05-24 14:00:00+00:00,216.488
2024-05-24 15:00:00+00:00,216.935
2024-05-24 16:00:00+00:00,216.647
2024-05-24 17:00:00+00:00,216.652
2024-05-24 18:00:00+00:00,216.888
2024-05-24 19:00:00+00:00,217.201
2024-05-24 20:00:00+00:00,216.588
2024-05-24 21:00:00+00:00,217.364
2024-05-24 22:00:00+00:00,217.196
2024-05-24 23:00:00+00:00,216.802
2024-05-25 00:00:00+00:00,217.074
2024-05-25 01:00:00+00:00,217.746
2024-05-25 02:00:00+00:00,217.421
2024-05-25 03:00:00+00:00,217.56
2024-05-25 04:00:00+00:00,217.031
2024-05-25 05:00:00+00:00,217.745
2024-05-25 06:00:00+00:00,218.033
2024-05-25 07:00:00+00:00,217.534
2024-05-25 08:00:00+00:00,218.316
2024-05-25 09:00:00+00:00,218.394
2024-05-25 10:00:00+00:00,217.673
2024-05-25 11:00:00+00:00,217.056
2024-05-25 12:00:00+00:00,218.001
2024-05-25 13:00:00+00:00,218.454
2024-05-25 14:00:00+00:00,218.22
2024-05-25 15:00:00+00:00,217.434
2024-05-25 16:00:00+00:00,217.575
2024-05-25 17:00:00+00:00,216.998
2024-05-25 18:00:00+00:00,218.079
2024-05-25 19:00:00+00:00,217.492
2024-05-25 20:00:00+00:00,217.794
2024-05-25 21:00:00+00:00,218.374
2024-05-25 22:00:00+00:00,218.01
2024-05-25 23:00:00+00:00,218.433
2024-05-26 00:00:00+00:00,217.878
2024-05-26 01:00:00+00:00,219.121
2024-05-26 02:00:00+00:00,218.129
2024-05-26 03:00:00+00:00,217.05
2024-05-26 04:00:00+00:00,217.801
2024-05-26 05:00:00+00:00,217.832
2024-05-26 06:00:00+00:00,218.441
2024-05-26 07:00:00+00:00,218.525
2024-05-26 08:00:00+00:00,218.825
2024-05-26 09:00:00+00:00,219.154
2024-05-26 10:00:00+00:00,219.834
2024-05-26 11:00:00+00:00,219.146
2024-05-26 12:00:00+00:00,219.52
2024-05-26 13:00:00+00:00,219.315
2024-05-26 14:00:00+00:00,218.445
2024-05-26 15:00:00+00:00,219.086
2024-05-26 16:00:00+00:00,218.009
2024-05-26 17:00:00+00:00,218.682
2024-05-26 18:00:00+00:00,218.702
2024-05-26 19:00:00+00:00,219.57
2024-05-26 20:00:00+00:00,218.982
2024-05-26 21:00:00+00:00,218.653
2024-05-26 22:00:00+00:00,218.806
2024-05-26 23:00:00+00:00,219.116
2024-05-27 00:00:00+00:00,218.031
2024-05-27 01:00:00+00:00,218.24
2024-05-27 02:00:00+00:00,218.062
2024-05-27 03:00:00+00:00,218.839
2024-05-27 04:00:00+00:00,218.487
2024-05-27 05:00:00+00:00,219.123
2024-05-27 06:00:00+00:00,218.888
2024-05-27 07:00:00+00:00,219.098
2024-05-27 08:00:00+00:00,219.519
2024-05-27 09:00:00+00:00,219.377
2024-05-27 10:00:00+00:00,219.647
2024-05-27 11:00:00+00:00,219.852
2024-05-27 12:00:00+00:00,219.065
2024-05-27 13:00:00+00:00,218.329
2024-05-27 14:00:00+00:00,218.705
2024-05-27 15:00:00+00:00,218.933
2024-05-27 16:00:00+00:00,217.988
2024-05-27 17:00:00+00:00,218.0
2024-05-27 18:00:00+00:00,218.576
2024-05-27 19:00:00+00:00,219.054
2024-05-27 20:00:00+00:00,218.888
2024-05-27 21:00:00+00:00,219.218
2024-05-27 22:00:00+00:00,219.472
2024-05-27 23:00:00+00:00,218.514
2024-05-28 00:00:00+00:00,219.1
2024-05-28 01:00:00+00:00,218.535
2024-05-28 02:00:00+00:00,219.964
2024-05-28 03:00:00+00:00,219.742
2024-05-28 04:00:00+00:00,218.882
2024-05-28 05:00:00+00:00,218.723
2024-05-28 06:00:00+00:00,218.308
2024-05-28 07:00:00+00:00,218.688
2024-05-28 08:00:00+00:00,218.631
2024-05-28 09:00:00+00:00,217.835
2024-05-28 10:00:00+00:00,217.472
2024-05-28 11:00:00+00:00,216.872
2024-05-28 12:00:00+00:00,216.752
2024-05-28 13:00:00+00:00,216.902
2024-05-28 14:00:00+00:00,217.299
2024-05-28 15:00:00+00:00,216.819
2024-05-28 16:00:00+00:00,217.019
2024-05-28 17:00:00+00:00,217.823
2024-05-28 18:00:00+00:00,217.648
2024-05-28 19:00:00+00:00,217.831
2024-05-28 20:00:00+00:00,217.022
2024-05-28 21:00:00+00:00,217.526
2024-05-28 22:00:00+00:00,217.844
2024-05-28 23:00:00+00:00,218.007
2024-05-29 00:00:00+00:00,217.804
2024-05-29 01:00:00+00:00,217.851
2024-05-29 02:00:00+00:00,217.912
2024-05-29 03:00:00+00:00,217.164
2024-05-29 04:00:00+00:00,216.544
2024-05-29 05:00:00+00:00,217.071
